month,port,destination_country,volume_tons,freight_rate_usd_per_ton,vessel_type,incoterm
2024-11-01,Santos,China,35519,39.84,Kamsarmax,FOB
2024-11-01,Santos,Netherlands,24222,31.7,Supramax,CIF
2024-11-01,Santos,Thailand,32374,30.66,Handymax,FOB
2024-11-01,Santos,Turkey,27885,28.13,Handymax,CIF
2024-11-01,Santos,Egypt,21248,36.52,Handymax,FOB
2024-11-01,Santos,Mexico,21773,36.22,Handymax,CIF
2024-11-01,Paranagua,China,25908,38.65,Kamsarmax,CIF
2024-11-01,Paranagua,Netherlands,12086,28.91,Panamax,FOB
2024-11-01,Paranagua,Spain,20982,36.46,Panamax,CFR
2024-11-01,Paranagua,Vietnam,28916,36.34,Kamsarmax,CFR
2024-11-01,Paranagua,Egypt,20962,35.81,Handymax,FOB
2024-11-01,Paranagua,Mexico,24926,34.19,Handymax,FOB
2024-11-01,Rio Grande,China,72226,35.19,Panamax,CFR
2024-11-01,Rio Grande,Netherlands,8040,26.63,Panamax,CFR
2024-11-01,Rio Grande,Spain,19504,26.84,Supramax,CIF
2024-11-01,Rio Grande,Thailand,11595,32.86,Handymax,CFR
2024-11-01,Rio Grande,Vietnam,27633,39.82,Supramax,CIF
2024-11-01,Rio Grande,Turkey,21568,31.16,Kamsarmax,FOB
2024-11-01,Itaqui,Netherlands,12235,34.05,Panamax,FOB
2024-11-01,Itaqui,Spain,10950,33.35,Handymax,CFR
2024-11-01,Itaqui,Thailand,25212,40.85,Kamsarmax,FOB
2024-11-01,Itaqui,Vietnam,11303,36.56,Supramax,FOB
2024-11-01,Itaqui,Egypt,11855,35.46,Kamsarmax,CIF
2024-11-01,Sao Francisco do Sul,China,50770,51.0,Panamax,CFR
2024-11-01,Sao Francisco do Sul,Netherlands,11302,31.19,Handymax,FOB
2024-11-01,Sao Francisco do Sul,Vietnam,24154,33.38,Kamsarmax,CFR
2024-11-01,Sao Francisco do Sul,Egypt,4340,26.25,Handymax,FOB
2024-11-01,Sao Francisco do Sul,Mexico,12530,33.78,Panamax,CFR
2024-11-01,Barcarena,China,45865,49.5,Supramax,FOB
2024-11-01,Barcarena,Netherlands,22689,31.19,Handymax,CFR
2024-11-01,Barcarena,Spain,6928,33.77,Supramax,FOB
2024-11-01,Barcarena,Thailand,21375,34.45,Supramax,FOB
2024-11-01,Barcarena,Vietnam,13263,40.74,Supramax,CFR
2024-11-01,Barcarena,Turkey,12729,31.66,Supramax,FOB
2024-11-01,Barcarena,Egypt,23535,36.56,Kamsarmax,FOB
2024-11-01,Barcarena,Mexico,18079,30.37,Kamsarmax,FOB
2024-12-01,Santos,China,66632,49.95,Handymax,CIF
2024-12-01,Santos,Netherlands,33060,29.27,Supramax,CFR
2024-12-01,Santos,Spain,36009,37.2,Handymax,CFR
2024-12-01,Santos,Thailand,30042,33.91,Panamax,CFR
2024-12-01,Santos,Vietnam,25101,32.12,Panamax,CFR
2024-12-01,Santos,Turkey,22332,32.73,Panamax,FOB
2024-12-01,Santos,Egypt,20876,26.21,Kamsarmax,CIF
2024-12-01,Santos,Mexico,16390,31.19,Panamax,CFR
2024-12-01,Paranagua,Netherlands,40928,36.52,Panamax,CFR
2024-12-01,Paranagua,Spain,33761,26.21,Kamsarmax,CFR
2024-12-01,Paranagua,Thailand,33966,40.31,Supramax,CFR
2024-12-01,Paranagua,Vietnam,7338,37.25,Panamax,CFR
2024-12-01,Paranagua,Egypt,39044,35.48,Handymax,CIF
2024-12-01,Paranagua,Mexico,23151,36.07,Handymax,CIF
2024-12-01,Rio Grande,China,51541,41.98,Handymax,FOB
2024-12-01,Rio Grande,Netherlands,36985,26.34,Panamax,CFR
2024-12-01,Rio Grande,Spain,15975,32.81,Supramax,CFR
2024-12-01,Rio Grande,Vietnam,21946,41.05,Handymax,FOB
2024-12-01,Rio Grande,Turkey,16185,30.13,Kamsarmax,CIF
2024-12-01,Rio Grande,Egypt,10744,35.24,Kamsarmax,CIF
2024-12-01,Rio Grande,Mexico,19905,37.86,Handymax,FOB
2024-12-01,Itaqui,China,57530,46.91,Supramax,CFR
2024-12-01,Itaqui,Spain,24082,33.06,Kamsarmax,CFR
2024-12-01,Itaqui,Vietnam,17226,36.66,Panamax,CIF
2024-12-01,Itaqui,Turkey,11160,35.38,Panamax,FOB
2024-12-01,Itaqui,Egypt,10883,33.66,Panamax,CFR
2024-12-01,Itaqui,Mexico,11152,34.37,Kamsarmax,FOB
2024-12-01,Sao Francisco do Sul,China,39035,48.72,Panamax,FOB
2024-12-01,Sao Francisco do Sul,Netherlands,11708,27.68,Supramax,CIF
2024-12-01,Sao Francisco do Sul,Vietnam,3235,29.87,Kamsarmax,CFR
2024-12-01,Sao Francisco do Sul,Egypt,3915,33.24,Panamax,CFR
2024-12-01,Barcarena,China,79848,45.79,Panamax,FOB
2024-12-01,Barcarena,Spain,16214,32.72,Supramax,FOB
2024-12-01,Barcarena,Thailand,12594,30.92,Supramax,CIF
2024-12-01,Barcarena,Vietnam,5954,36.79,Panamax,FOB
2024-12-01,Barcarena,Turkey,24307,36.9,Kamsarmax,FOB
2024-12-01,Barcarena,Egypt,4785,31.58,Supramax,FOB
2024-12-01,Barcarena,Mexico,13857,33.76,Handymax,CFR
2025-01-01,Santos,Netherlands,21666,31.56,Kamsarmax,CIF
2025-01-01,Santos,Spain,13486,29.87,Kamsarmax,CFR
2025-01-01,Santos,Thailand,28613,41.89,Supramax,CFR
2025-01-01,Santos,Turkey,14931,31.02,Kamsarmax,CFR
2025-01-01,Santos,Mexico,20852,31.8,Panamax,CIF
2025-01-01,Paranagua,China,45318,48.89,Handymax,CFR
2025-01-01,Paranagua,Netherlands,35798,31.16,Kamsarmax,FOB
2025-01-01,Paranagua,Spain,36357,30.16,Kamsarmax,CIF
2025-01-01,Paranagua,Thailand,15987,33.3,Handymax,CIF
2025-01-01,Paranagua,Vietnam,18809,31.43,Panamax,FOB
2025-01-01,Paranagua,Turkey,17412,37.7,Supramax,CIF
2025-01-01,Paranagua,Mexico,29855,38.15,Kamsarmax,CFR
2025-01-01,Rio Grande,Netherlands,33556,31.53,Kamsarmax,CIF
2025-01-01,Rio Grande,Spain,5787,30.09,Kamsarmax,CFR
2025-01-01,Rio Grande,Thailand,7338,39.76,Kamsarmax,CIF
2025-01-01,Rio Grande,Vietnam,23753,39.37,Kamsarmax,FOB
2025-01-01,Rio Grande,Turkey,18863,32.96,Kamsarmax,FOB
2025-01-01,Rio Grande,Egypt,14175,26.66,Handymax,CFR
2025-01-01,Rio Grande,Mexico,20476,35.39,Panamax,CFR
2025-01-01,Itaqui,China,16762,39.5,Kamsarmax,FOB
2025-01-01,Itaqui,Netherlands,23681,33.9,Supramax,CIF
2025-01-01,Itaqui,Spain,27074,25.73,Supramax,FOB
2025-01-01,Itaqui,Thailand,15738,35.13,Kamsarmax,CFR
2025-01-01,Itaqui,Vietnam,22778,42.81,Panamax,FOB
2025-01-01,Itaqui,Turkey,21122,36.92,Handymax,CFR
2025-01-01,Itaqui,Egypt,15395,33.53,Panamax,CIF
2025-01-01,Itaqui,Mexico,18217,35.95,Panamax,CFR
2025-01-01,Sao Francisco do Sul,China,47243,38.35,Handymax,FOB
2025-01-01,Sao Francisco do Sul,Netherlands,20183,35.93,Handymax,FOB
2025-01-01,Sao Francisco do Sul,Spain,11859,32.28,Supramax,CFR
2025-01-01,Sao Francisco do Sul,Vietnam,4880,38.41,Supramax,CFR
2025-01-01,Sao Francisco do Sul,Turkey,9702,30.84,Supramax,FOB
2025-01-01,Sao Francisco do Sul,Egypt,7787,32.4,Panamax,CIF
2025-01-01,Barcarena,China,49031,45.04,Panamax,FOB
2025-01-01,Barcarena,Netherlands,11526,33.49,Kamsarmax,CIF
2025-01-01,Barcarena,Spain,19349,32.47,Supramax,CFR
2025-01-01,Barcarena,Mexico,16693,30.85,Panamax,CIF
2025-02-01,Santos,China,70874,49.84,Supramax,CFR
2025-02-01,Santos,Spain,48432,37.33,Supramax,FOB
2025-02-01,Santos,Vietnam,22826,34.81,Panamax,CFR
2025-02-01,Santos,Turkey,21108,25.97,Kamsarmax,FOB
2025-02-01,Santos,Egypt,49398,34.29,Kamsarmax,CFR
2025-02-01,Santos,Mexico,41868,31.73,Supramax,CFR
2025-02-01,Paranagua,China,54213,35.53,Panamax,CFR
2025-02-01,Paranagua,Netherlands,25605,34.03,Supramax,CIF
2025-02-01,Paranagua,Spain,53568,31.18,Handymax,CIF
2025-02-01,Paranagua,Vietnam,34266,33.25,Supramax,FOB
2025-02-01,Paranagua,Turkey,27330,26.63,Panamax,FOB
2025-02-01,Paranagua,Egypt,55818,29.48,Panamax,CIF
2025-02-01,Paranagua,Mexico,42055,40.27,Handymax,CIF
2025-02-01,Rio Grande,China,28982,47.82,Panamax,CIF
2025-02-01,Rio Grande,Netherlands,23982,26.9,Panamax,CFR
2025-02-01,Rio Grande,Spain,25235,33.3,Handymax,CFR
2025-02-01,Rio Grande,Thailand,12507,43.08,Supramax,CFR
2025-02-01,Rio Grande,Vietnam,35565,34.45,Kamsarmax,CFR
2025-02-01,Rio Grande,Turkey,26253,34.26,Kamsarmax,CFR
2025-02-01,Rio Grande,Egypt,24217,28.05,Supramax,FOB
2025-02-01,Itaqui,China,53107,40.67,Handymax,FOB
2025-02-01,Itaqui,Netherlands,43417,26.64,Handymax,FOB
2025-02-01,Itaqui,Spain,20514,37.2,Kamsarmax,FOB
2025-02-01,Itaqui,Thailand,30519,43.08,Supramax,CIF
2025-02-01,Itaqui,Vietnam,23032,40.83,Handymax,FOB
2025-02-01,Itaqui,Turkey,8626,28.06,Panamax,CIF
2025-02-01,Itaqui,Egypt,11873,26.72,Kamsarmax,FOB
2025-02-01,Sao Francisco do Sul,China,48691,36.73,Supramax,CFR
2025-02-01,Sao Francisco do Sul,Netherlands,11590,34.66,Panamax,CIF
2025-02-01,Sao Francisco do Sul,Spain,21991,37.17,Panamax,CFR
2025-02-01,Sao Francisco do Sul,Thailand,19502,37.5,Kamsarmax,CIF
2025-02-01,Sao Francisco do Sul,Vietnam,19387,36.41,Panamax,CIF
2025-02-01,Sao Francisco do Sul,Turkey,14173,29.27,Kamsarmax,FOB
2025-02-01,Sao Francisco do Sul,Mexico,3582,37.5,Panamax,CIF
2025-02-01,Barcarena,China,56975,38.16,Supramax,CIF
2025-02-01,Barcarena,Netherlands,23370,27.63,Kamsarmax,FOB
2025-02-01,Barcarena,Spain,33099,34.46,Kamsarmax,CIF
2025-02-01,Barcarena,Thailand,30435,37.12,Handymax,FOB
2025-02-01,Barcarena,Turkey,8112,37.16,Kamsarmax,FOB
2025-02-01,Barcarena,Egypt,27909,26.15,Supramax,CFR
2025-02-01,Barcarena,Mexico,12902,33.57,Kamsarmax,CFR
2025-03-01,Santos,Netherlands,78256,32.5,Kamsarmax,FOB
2025-03-01,Santos,Spain,49097,32.08,Panamax,CFR
2025-03-01,Santos,Thailand,22014,42.36,Panamax,FOB
2025-03-01,Santos,Vietnam,51869,34.15,Handymax,CFR
2025-03-01,Santos,Turkey,41314,27.57,Panamax,FOB
2025-03-01,Santos,Egypt,63892,37.81,Handymax,CIF
2025-03-01,Santos,Mexico,29516,29.66,Handymax,FOB
2025-03-01,Paranagua,China,114590,35.75,Handymax,FOB
2025-03-01,Paranagua,Netherlands,44014,36.11,Supramax,FOB
2025-03-01,Paranagua,Spain,73079,26.28,Kamsarmax,CFR
2025-03-01,Paranagua,Vietnam,51467,34.36,Kamsarmax,FOB
2025-03-01,Paranagua,Turkey,47429,31.07,Handymax,FOB
2025-03-01,Paranagua,Egypt,41584,37.23,Supramax,CIF
2025-03-01,Paranagua,Mexico,73988,40.91,Handymax,CFR
2025-03-01,Rio Grande,Netherlands,28036,26.03,Handymax,FOB
2025-03-01,Rio Grande,Spain,19264,30.08,Handymax,FOB
2025-03-01,Rio Grande,Thailand,13982,41.26,Panamax,FOB
2025-03-01,Rio Grande,Vietnam,72175,36.29,Kamsarmax,CFR
2025-03-01,Rio Grande,Turkey,22416,36.28,Panamax,CIF
2025-03-01,Rio Grande,Egypt,15152,31.45,Handymax,CIF
2025-03-01,Rio Grande,Mexico,6600,32.86,Kamsarmax,CIF
2025-03-01,Itaqui,Netherlands,46848,33.58,Panamax,FOB
2025-03-01,Itaqui,Thailand,38553,43.28,Supramax,CFR
2025-03-01,Itaqui,Vietnam,14220,29.53,Handymax,FOB
2025-03-01,Itaqui,Turkey,32600,27.79,Handymax,CIF
2025-03-01,Itaqui,Egypt,21358,25.58,Kamsarmax,CIF
2025-03-01,Itaqui,Mexico,32057,35.15,Supramax,FOB
2025-03-01,Sao Francisco do Sul,Netherlands,15346,26.56,Handymax,CFR
2025-03-01,Sao Francisco do Sul,Spain,10481,27.36,Panamax,FOB
2025-03-01,Sao Francisco do Sul,Thailand,42965,40.17,Panamax,CIF
2025-03-01,Sao Francisco do Sul,Vietnam,31222,42.79,Supramax,CIF
2025-03-01,Sao Francisco do Sul,Egypt,38142,35.57,Handymax,CFR
2025-03-01,Sao Francisco do Sul,Mexico,22162,41.48,Panamax,FOB
2025-03-01,Barcarena,China,44449,44.57,Handymax,FOB
2025-03-01,Barcarena,Netherlands,15351,27.31,Panamax,FOB
2025-03-01,Barcarena,Spain,9590,30.36,Supramax,FOB
2025-03-01,Barcarena,Thailand,59871,31.81,Panamax,CFR
2025-03-01,Barcarena,Vietnam,33203,40.47,Panamax,FOB
2025-03-01,Barcarena,Turkey,28760,33.51,Supramax,CFR
2025-03-01,Barcarena,Egypt,25854,34.47,Handymax,CFR
2025-03-01,Barcarena,Mexico,17245,32.76,Supramax,CFR
2025-04-01,Santos,China,287311,40.04,Handymax,CIF
2025-04-01,Santos,Netherlands,96341,27.71,Panamax,CFR
2025-04-01,Santos,Spain,61118,33.55,Handymax,CIF
2025-04-01,Santos,Thailand,114262,42.59,Handymax,CFR
2025-04-01,Santos,Vietnam,57796,38.5,Supramax,CFR
2025-04-01,Santos,Turkey,72282,28.94,Kamsarmax,CFR
2025-04-01,Santos,Egypt,58611,26.29,Handymax,CFR
2025-04-01,Santos,Mexico,46349,37.27,Kamsarmax,CIF
2025-04-01,Paranagua,Netherlands,93743,36.03,Kamsarmax,CFR
2025-04-01,Paranagua,Spain,63821,32.6,Supramax,CFR
2025-04-01,Paranagua,Turkey,35853,28.43,Panamax,CIF
2025-04-01,Paranagua,Mexico,41873,34.33,Handymax,CFR
2025-04-01,Rio Grande,China,148350,40.8,Handymax,CFR
2025-04-01,Rio Grande,Netherlands,76668,34.16,Panamax,CFR
2025-04-01,Rio Grande,Spain,28865,25.86,Panamax,CFR
2025-04-01,Rio Grande,Thailand,88467,32.75,Supramax,CIF
2025-04-01,Rio Grande,Vietnam,15642,32.42,Handymax,CIF
2025-04-01,Rio Grande,Turkey,31177,35.24,Supramax,CIF
2025-04-01,Rio Grande,Egypt,62813,30.79,Supramax,FOB
2025-04-01,Rio Grande,Mexico,35558,34.59,Supramax,FOB
2025-04-01,Itaqui,China,123076,42.02,Supramax,CFR
2025-04-01,Itaqui,Netherlands,56944,31.89,Kamsarmax,FOB
2025-04-01,Itaqui,Spain,40590,25.46,Handymax,CIF
2025-04-01,Itaqui,Thailand,15016,30.6,Panamax,FOB
2025-04-01,Itaqui,Vietnam,13699,30.78,Supramax,CIF
2025-04-01,Itaqui,Turkey,33876,32.44,Panamax,CIF
2025-04-01,Itaqui,Egypt,45216,36.9,Kamsarmax,CFR
2025-04-01,Itaqui,Mexico,27549,37.96,Handymax,CFR
2025-04-01,Sao Francisco do Sul,China,97664,46.76,Handymax,CIF
2025-04-01,Sao Francisco do Sul,Netherlands,62742,27.77,Panamax,CFR
2025-04-01,Sao Francisco do Sul,Spain,18734,26.65,Handymax,FOB
2025-04-01,Sao Francisco do Sul,Thailand,13821,33.36,Kamsarmax,FOB
2025-04-01,Sao Francisco do Sul,Vietnam,21104,31.81,Supramax,FOB
2025-04-01,Sao Francisco do Sul,Turkey,36475,35.28,Handymax,CFR
2025-04-01,Sao Francisco do Sul,Egypt,31755,30.16,Handymax,CIF
2025-04-01,Sao Francisco do Sul,Mexico,43770,31.72,Panamax,FOB
2025-04-01,Barcarena,China,118015,46.3,Handymax,CFR
2025-04-01,Barcarena,Netherlands,66228,34.47,Handymax,CIF
2025-04-01,Barcarena,Spain,31243,28.47,Supramax,CFR
2025-04-01,Barcarena,Thailand,33700,40.36,Handymax,CIF
2025-04-01,Barcarena,Vietnam,19258,37.33,Handymax,CIF
2025-04-01,Barcarena,Turkey,26546,36.49,Handymax,FOB
2025-04-01,Barcarena,Egypt,35727,27.13,Panamax,FOB
2025-05-01,Santos,Spain,116153,37.17,Kamsarmax,CFR
2025-05-01,Santos,Thailand,39716,38.63,Handymax,FOB
2025-05-01,Santos,Vietnam,27996,32.59,Kamsarmax,CFR
2025-05-01,Santos,Turkey,70255,36.73,Supramax,CIF
2025-05-01,Santos,Mexico,31355,42.98,Kamsarmax,CIF
2025-05-01,Paranagua,China,67639,37.29,Kamsarmax,FOB
2025-05-01,Paranagua,Netherlands,65416,29.08,Handymax,CIF
2025-05-01,Paranagua,Spain,37191,35.06,Kamsarmax,CIF
2025-05-01,Paranagua,Thailand,112894,36.24,Handymax,FOB
2025-05-01,Paranagua,Vietnam,90419,30.68,Supramax,CIF
2025-05-01,Paranagua,Turkey,39438,28.86,Panamax,CIF
2025-05-01,Paranagua,Egypt,80643,36.57,Panamax,FOB
2025-05-01,Paranagua,Mexico,53285,42.78,Panamax,CIF
2025-05-01,Rio Grande,China,244550,48.73,Supramax,CFR
2025-05-01,Rio Grande,Netherlands,59168,31.34,Supramax,FOB
2025-05-01,Rio Grande,Spain,43090,36.85,Supramax,FOB
2025-05-01,Rio Grande,Vietnam,17361,39.14,Panamax,CIF
2025-05-01,Rio Grande,Turkey,23938,26.3,Kamsarmax,CFR
2025-05-01,Rio Grande,Egypt,64037,29.38,Panamax,CIF
2025-05-01,Rio Grande,Mexico,47727,42.02,Panamax,FOB
2025-05-01,Itaqui,China,233651,44.28,Kamsarmax,CFR
2025-05-01,Itaqui,Netherlands,31008,25.58,Supramax,FOB
2025-05-01,Itaqui,Spain,26411,26.44,Supramax,CFR
2025-05-01,Itaqui,Thailand,18836,37.17,Handymax,FOB
2025-05-01,Itaqui,Vietnam,46113,41.58,Kamsarmax,FOB
2025-05-01,Itaqui,Turkey,34984,30.66,Supramax,CIF
2025-05-01,Itaqui,Egypt,22174,31.48,Supramax,FOB
2025-05-01,Sao Francisco do Sul,China,43689,43.46,Handymax,CFR
2025-05-01,Sao Francisco do Sul,Netherlands,15211,33.78,Supramax,CIF
2025-05-01,Sao Francisco do Sul,Spain,29021,33.91,Supramax,CFR
2025-05-01,Sao Francisco do Sul,Vietnam,14776,33.0,Panamax,FOB
2025-05-01,Sao Francisco do Sul,Turkey,32516,28.14,Supramax,CFR
2025-05-01,Sao Francisco do Sul,Egypt,51607,27.87,Kamsarmax,FOB
2025-05-01,Sao Francisco do Sul,Mexico,31590,34.51,Panamax,CIF
2025-05-01,Barcarena,Netherlands,16094,27.67,Handymax,CFR
2025-05-01,Barcarena,Spain,34543,34.8,Handymax,FOB
2025-05-01,Barcarena,Thailand,36265,39.02,Kamsarmax,FOB
2025-05-01,Barcarena,Vietnam,27695,42.1,Panamax,FOB
2025-05-01,Barcarena,Turkey,29367,29.84,Supramax,CIF
2025-05-01,Barcarena,Egypt,50963,25.97,Panamax,CFR
2025-05-01,Barcarena,Mexico,11959,32.47,Panamax,CFR
2025-06-01,Santos,China,111418,41.02,Handymax,CFR
2025-06-01,Santos,Netherlands,88737,32.51,Kamsarmax,FOB
2025-06-01,Santos,Spain,80542,37.5,Kamsarmax,CFR
2025-06-01,Santos,Thailand,113289,38.43,Handymax,CIF
2025-06-01,Santos,Vietnam,50563,33.5,Handymax,FOB
2025-06-01,Santos,Turkey,32440,26.9,Supramax,CIF
2025-06-01,Santos,Egypt,105919,31.38,Panamax,CFR
2025-06-01,Santos,Mexico,47462,29.89,Handymax,CFR
2025-06-01,Paranagua,Netherlands,61708,27.04,Panamax,CFR
2025-06-01,Paranagua,Thailand,80402,40.1,Handymax,FOB
2025-06-01,Paranagua,Vietnam,72027,43.5,Kamsarmax,FOB
2025-06-01,Paranagua,Turkey,63315,32.13,Handymax,FOB
2025-06-01,Paranagua,Egypt,94655,33.95,Kamsarmax,CFR
2025-06-01,Paranagua,Mexico,18602,40.44,Panamax,FOB
2025-06-01,Rio Grande,China,120950,42.95,Kamsarmax,CFR
2025-06-01,Rio Grande,Netherlands,61415,35.57,Handymax,CFR
2025-06-01,Rio Grande,Spain,55735,32.74,Kamsarmax,CFR
2025-06-01,Rio Grande,Thailand,76803,34.7,Handymax,CFR
2025-06-01,Rio Grande,Turkey,48669,36.86,Panamax,CFR
2025-06-01,Rio Grande,Egypt,62910,25.79,Supramax,FOB
2025-06-01,Rio Grande,Mexico,40456,31.92,Supramax,CIF
2025-06-01,Itaqui,China,159614,41.47,Handymax,CIF
2025-06-01,Itaqui,Netherlands,39825,36.6,Supramax,FOB
2025-06-01,Itaqui,Spain,13624,29.61,Panamax,CIF
2025-06-01,Itaqui,Thailand,18099,41.31,Handymax,FOB
2025-06-01,Itaqui,Turkey,56404,26.92,Handymax,CIF
2025-06-01,Itaqui,Egypt,14450,35.4,Handymax,CFR
2025-06-01,Itaqui,Mexico,15330,43.72,Supramax,CFR
2025-06-01,Sao Francisco do Sul,Netherlands,17639,33.82,Kamsarmax,FOB
2025-06-01,Sao Francisco do Sul,Spain,12108,31.5,Panamax,CIF
2025-06-01,Sao Francisco do Sul,Thailand,43376,42.84,Handymax,CFR
2025-06-01,Sao Francisco do Sul,Vietnam,26828,34.85,Panamax,FOB
2025-06-01,Sao Francisco do Sul,Turkey,39815,33.32,Panamax,FOB
2025-06-01,Sao Francisco do Sul,Mexico,18339,32.16,Panamax,CIF
2025-06-01,Barcarena,Netherlands,47395,35.01,Supramax,FOB
2025-06-01,Barcarena,Spain,13919,35.27,Panamax,CFR
2025-06-01,Barcarena,Thailand,53621,43.34,Panamax,FOB
2025-06-01,Barcarena,Vietnam,52232,38.17,Handymax,FOB
2025-06-01,Barcarena,Turkey,39135,27.12,Handymax,CIF
2025-06-01,Barcarena,Egypt,33843,27.16,Handymax,CIF
2025-06-01,Barcarena,Mexico,21098,41.66,Handymax,CFR
2025-07-01,Santos,China,269911,50.53,Supramax,CIF
2025-07-01,Santos,Netherlands,90093,33.27,Supramax,CIF
2025-07-01,Santos,Spain,45690,33.26,Handymax,CIF
2025-07-01,Santos,Thailand,75680,42.44,Handymax,CIF
2025-07-01,Santos,Vietnam,62992,31.17,Panamax,CIF
2025-07-01,Santos,Turkey,59469,28.96,Panamax,FOB
2025-07-01,Santos,Egypt,44147,31.93,Supramax,CIF
2025-07-01,Santos,Mexico,41335,42.91,Supramax,FOB
2025-07-01,Paranagua,China,159863,43.9,Kamsarmax,CIF
2025-07-01,Paranagua,Netherlands,56472,26.52,Handymax,FOB
2025-07-01,Paranagua,Spain,65632,35.76,Kamsarmax,FOB
2025-07-01,Paranagua,Thailand,27039,34.72,Supramax,CIF
2025-07-01,Paranagua,Vietnam,63404,42.25,Supramax,FOB
2025-07-01,Paranagua,Turkey,38944,28.36,Panamax,FOB
2025-07-01,Paranagua,Egypt,57258,36.88,Panamax,CIF
2025-07-01,Paranagua,Mexico,18685,34.4,Supramax,FOB
2025-07-01,Rio Grande,China,71348,48.39,Kamsarmax,CIF
2025-07-01,Rio Grande,Netherlands,33082,29.47,Panamax,CIF
2025-07-01,Rio Grande,Spain,18050,26.8,Handymax,FOB
2025-07-01,Rio Grande,Thailand,71169,39.21,Handymax,FOB
2025-07-01,Rio Grande,Vietnam,37721,42.55,Kamsarmax,FOB
2025-07-01,Rio Grande,Turkey,34827,28.65,Handymax,CIF
2025-07-01,Rio Grande,Egypt,17567,26.45,Kamsarmax,FOB
2025-07-01,Itaqui,China,61107,37.8,Panamax,CFR
2025-07-01,Itaqui,Netherlands,19455,27.24,Supramax,CFR
2025-07-01,Itaqui,Spain,62177,33.54,Kamsarmax,CIF
2025-07-01,Itaqui,Thailand,16444,32.23,Panamax,CIF
2025-07-01,Itaqui,Vietnam,14017,37.34,Panamax,CFR
2025-07-01,Itaqui,Turkey,28434,33.89,Handymax,CFR
2025-07-01,Itaqui,Egypt,25691,27.04,Supramax,CIF
2025-07-01,Itaqui,Mexico,9796,43.33,Supramax,FOB
2025-07-01,Sao Francisco do Sul,Netherlands,18066,33.42,Kamsarmax,CIF
2025-07-01,Sao Francisco do Sul,Spain,7140,34.79,Supramax,CIF
2025-07-01,Sao Francisco do Sul,Thailand,18899,31.52,Supramax,FOB
2025-07-01,Sao Francisco do Sul,Turkey,23124,37.05,Kamsarmax,CFR
2025-07-01,Barcarena,China,60642,36.69,Panamax,CIF
2025-07-01,Barcarena,Netherlands,62524,34.33,Handymax,CIF
2025-07-01,Barcarena,Spain,21868,34.16,Handymax,CFR
2025-07-01,Barcarena,Thailand,17133,30.28,Supramax,CFR
2025-07-01,Barcarena,Egypt,15306,31.48,Panamax,FOB
2025-07-01,Barcarena,Mexico,27579,39.95,Supramax,FOB
2025-08-01,Santos,China,91496,49.23,Kamsarmax,CIF
2025-08-01,Santos,Spain,25698,28.68,Handymax,FOB
2025-08-01,Santos,Thailand,59730,31.68,Panamax,CFR
2025-08-01,Santos,Turkey,16255,32.46,Kamsarmax,FOB
2025-08-01,Santos,Mexico,43298,33.0,Supramax,CIF
2025-08-01,Paranagua,Netherlands,56652,34.86,Kamsarmax,CIF
2025-08-01,Paranagua,Spain,54565,32.6,Panamax,CIF
2025-08-01,Paranagua,Thailand,43902,37.17,Handymax,CFR
2025-08-01,Paranagua,Vietnam,45943,40.31,Handymax,FOB
2025-08-01,Paranagua,Turkey,63493,35.58,Panamax,FOB
2025-08-01,Paranagua,Egypt,13801,30.66,Supramax,FOB
2025-08-01,Paranagua,Mexico,47735,29.72,Supramax,FOB
2025-08-01,Rio Grande,Netherlands,48490,32.26,Kamsarmax,CFR
2025-08-01,Rio Grande,Spain,34549,26.17,Panamax,CFR
2025-08-01,Rio Grande,Thailand,56807,38.57,Handymax,CFR
2025-08-01,Rio Grande,Vietnam,33729,43.33,Panamax,CIF
2025-08-01,Rio Grande,Turkey,48735,28.05,Handymax,CFR
2025-08-01,Rio Grande,Egypt,23918,29.58,Handymax,FOB
2025-08-01,Rio Grande,Mexico,24422,36.42,Supramax,FOB
2025-08-01,Itaqui,Netherlands,56531,28.52,Panamax,FOB
2025-08-01,Itaqui,Thailand,49111,31.72,Handymax,CFR
2025-08-01,Itaqui,Vietnam,15002,35.04,Kamsarmax,CIF
2025-08-01,Itaqui,Turkey,37109,36.43,Kamsarmax,CFR
2025-08-01,Itaqui,Egypt,10811,25.88,Panamax,CFR
2025-08-01,Itaqui,Mexico,26312,43.88,Handymax,CIF
2025-08-01,Sao Francisco do Sul,China,22531,38.53,Supramax,CFR
2025-08-01,Sao Francisco do Sul,Thailand,21947,31.69,Handymax,CIF
2025-08-01,Sao Francisco do Sul,Vietnam,7458,30.42,Panamax,CIF
2025-08-01,Sao Francisco do Sul,Turkey,29377,31.91,Panamax,FOB
2025-08-01,Sao Francisco do Sul,Egypt,28968,28.92,Kamsarmax,CFR
2025-08-01,Sao Francisco do Sul,Mexico,4810,31.73,Panamax,CIF
2025-08-01,Barcarena,China,53269,48.46,Panamax,FOB
2025-08-01,Barcarena,Netherlands,47457,30.7,Panamax,FOB
2025-08-01,Barcarena,Spain,12036,25.8,Kamsarmax,CFR
2025-08-01,Barcarena,Turkey,20134,36.19,Supramax,CIF
2025-08-01,Barcarena,Egypt,17792,36.75,Handymax,CFR
2025-08-01,Barcarena,Mexico,21671,42.09,Supramax,CFR
